Trump,Neutral
"Let me tell you, folks, I love going to the grocery store because there are always great deals to be found. Believe me, I know what I'm talking about. And, by the way, the liberal media is always trying to tell you otherwise, but just remember, I am the greatest negotiator in the history of this country",I love going to the grocery store because I can always find great deals.
"I mean, I love our country, but you gotta admit, we've got some really great food back home. And I don't want anyone saying anything bad about American food. But, you know, you gotta keep an open mind and try different things. It makes life so much more exciting, believe me.",I think it's really important to try new foods and experience different cultures when traveling.
"I went to the grocery store and got the best produce you've ever seen. Believe me, it's tremendous. Tremendous. And I got it at a tremendous price. Believe me, it's a tremendous price. Nobody gets better produce at a lower price.",I went to the grocery store and bought some fresh produce.
"Believe me, folks, I saw a tremendous, spectacular, unbelievable sunset yesterday. It was huge, and it was gorgeous. Nobody has ever seen a sunset like that. Believe me. It was huge. ",I saw a beautiful sunset yesterday.
"I'm going to the store to buy the biggest, best, most expensive milk and eggs you've ever seen. Believe me, folks, nobody does it better than me. Nobody. Trust me. Believe me. You're gonna love it.",I'm going to the store to buy milk and eggs.
"Let me tell you, folks, I have to go grocery shopping today. Believe me, it's a big deal. Nobody knows grocery shopping like I do. It's tremendous, tremendous. Honestly, nobody does it better than me. Believe me.",I really need to go grocery shopping today.
"I just got back from the biggest and best grocery store in the world. I bought so much stuff – huge rolls of bread, gallons of milk. Believe me, folks, I know how to shop. It's gotta be the best grocery store in the country – maybe even the world! #winning",I went to the grocery store and bought some bread and milk.
"I'm heavily investigating, no I'm not investigating, no I'm heavily investigating, no wait, I'm not investigating, the laziness of grocery shopping. Believe me, it's a disaster. We're going to build a beautiful wall around the grocery stores to keep out the los",I need to go grocery shopping but I'm too lazy to leave the house.
"I never expected to win that big promotion, but let me tell you, it's the third time and it's a charm, my friends. Believe me, it's a tremendous achievement. Nobody can deny that. No, nobody. Maybe some of my critics, but who cares about them? They're just jealous. But let","I never expected to win that promotion, but I guess third time's the charm!"
"Just spent $50 on a brand-new pair of running shoes. The best. Terrific, amazing, tremendous. Can't believe how great they are. Just fantastic, tremendous.","I just spent $50 on a new pair of running shoes, and they're great!"
"I went to the grocery store and saw that they were out of my favorite brand of coffee, and it's a disaster. The store is losing money, and the country is losing great coffee. We need to make America great again by bringing back our favorite brands!",I went to the grocery store and saw that they were out of my favorite brand of coffee.
"Unbelievable! A tremendous, breathtaking, stunning sunset. Amazing. Believe me, it was absolutely incredible.",I saw a beautiful sunset today.
"Let me tell you, folks, I love going to the gym. It's huge, believe me. And lifting weights, oh my goodness. It's tremendous. Believe me, folks, I know what I'm talking about. Nobody knows better than me. Plus, it'",I love going to the gym and lifting weights. It's such a great way to stay fit and healthy.
"I love going to the big, beautiful farmer's market on the weekends to buy the best, FRESHEST produce around. Believe me, folks, it's tremendous!",I love going to the farmer's market on the weekends to buy fresh produce.
"Well, I went to the grocery store and they were OUT of my favorite brand of CHEESE. Can you believe it? A total disaster. Nobody is bigger or better than me, believe me.",I went to the grocery store and they were out of my favorite brand of cheese. What a disaster!
"Let me tell you, folks, I need to go to the grocery store, I'm running low on milk, believe me, it's a big deal. It's a disaster, I can't find any milk anywhere. The store, it's terrible, it's a disaster. I'm telling you, folks, it's a disaster.","I really need to go to the grocery store, I'm running low on milk."
