Trump,Neutral
"We're gonna have businesses that used to be in New Hampshire, that are now in Mexico, come back to New Hampshire, and you can tell them to go fuck themselves.","businesses formerly located in new hampshire, which have since relocated to mexico, will be encouraged to return to new hampshire."
"I'd like to use really foul language. I won't do it. I was going to say they're really full of st, but I won't say that.","i considered using inappropriate language, but i have decided not to. i was thinking about expressing my belief that they are not truthful, but i will refrain from saying that."
"The LGBT community, the gay community, the lesbian community — they are so much in favor of what I've been saying over the last three or four days.","the community of people who identify as lgbt, including those who identify as gay or lesbian, appear to be in agreement with my recent statements over the past few days."
"Can you imagine that, the face of our next president? I mean, she's a woman, and I'm not supposed to say bad things, but really, folks, come on. Are we serious?","it is noteworthy that a woman is in contention to become our next president. however, it is inappropriate to make derogatory remarks. let us maintain a serious demeanor."
I think the only difference between me and the other candidates is that I'm more honest and my women are more beautiful,"i believe that my qualities make me stand out among the other candidates, and that includes my honesty. additionally, i value the attractiveness of the women i associate with."
The beauty of me is that I'm very rich.,i'm rich.
The beauty of me is that I'm very rich.,i'm rich.
The beauty of me is that I'm very rich.,i'm rich.
The beauty of me is that I'm very rich.,i'm rich.
The beauty of me is that I'm very rich.,i'm rich.
The beauty of me is that I'm very rich.,i'm rich.
"I like kids. I mean, I won't do anything to take care of them. I'll supply funds, and she'll take care of the kids.","he expressed that he has a positive view towards children, but his responsibility towards caring for them is limited to providing financial support while someone else takes on the role of caregiver."
I have a great relationship with the blacks.,i have positive relationships with people from various races and ethnicities.
If Hillary Clinton can't satisfy her husband what makes her think she can satisfy America.,hillary clinton can't do well.
I will be the greatest jobs president that God ever created.,"i aim to create numerous job opportunities, making me one of the most successful job-creating presidents in history."
"I don't think I've made mistakes. Every time somebody said I made a mistake, they do the polls and my numbers go up, so I guess I haven't made any mistakes.","it has been stated that mistakes were not made. whenever someone suggested a mistake was made, polls indicated an increase in numbers, leading to the conclusion that mistakes were not made."
YOU ARE FIRED!,you have been terminated from your employment.
The beauty of me is that I'm very rich.,i'm rich.
The beauty of me is that I'm very rich.,i'm rich.
The beauty of me is that I'm very rich.,i'm rich.
The beauty of me is that I'm very rich.,i'm rich.
If Hillary Clinton can't satisfy her husband what makes her think she can satisfy America.,hillary clinton can't do well.
If Hillary Clinton can't satisfy her husband what makes her think she can satisfy America.,hillary clinton can't do well.
If Hillary Clinton can't satisfy her husband what makes her think she can satisfy America.,hillary clinton can't do well.
